W,min_W_prime,eta_arr,chi
-0.25,-0.4999998125000269,0.5235987755982988,0.001
-0.24999999999999994,-0.4942560476694232,0.5235987755982988,0.17542181408832186
-0.24999999999999994,-0.477465014248353,0.5235987755982988,0.3498436281766437
-0.24999999999999997,-0.4505737511106711,0.5235987755982988,0.5242654422649656
-0.24999999999999997,-0.4152432088395364,0.5235987755982988,0.6986872563532874
-0.24999999999999997,-0.3740166072157691,0.5235987755982988,0.8731090704416092
-0.24999999999999994,-0.33063708780615947,0.5235987755982988,1.0475308845299311
-0.24999999999999994,-0.29052806703382583,0.5235987755982988,1.221952698618253
-0.25,-0.26104921673305354,0.5235987755982988,1.3963745127065748
-0.24999999999999997,-0.25,0.5235987755982988,1.5707963267948966
